candidate_id,source,parent_event_id,charge,x_hit_m,slope_rad,energy_gev
841.0,signal_electron,3298.0,-1.0,-0.061729695149042065,-0.019863547567542886,0.19370254099841336
842.0,signal_electron,3303.0,1.0,0.02499956068824832,0.012566776958248097,0.2540670841359006
843.0,signal_electron,3303.0,-1.0,-0.02499956068824832,-0.012566776958248097,0.15846181459112033
844.0,signal_electron,3309.0,1.0,0.022192686720273174,0.005777448471259675,0.2327737388924453
845.0,signal_electron,3309.0,-1.0,-0.022192686720273174,-0.005777448471259675,0.14906042315939494
846.0,signal_electron,3322.0,1.0,0.04238039896911098,0.019855804463805738,0.1524802249044328
847.0,signal_electron,3322.0,-1.0,-0.04238039896911098,-0.019855804463805738,0.10327010694253558
848.0,signal_electron,3325.0,1.0,-0.08800036283663731,-0.033966679411709604,0.16145977386503177
849.0,signal_electron,3325.0,-1.0,0.08800036283663731,0.033966679411709604,0.19050019347553926
850.0,signal_electron,3327.0,1.0,-0.11590247792218121,-0.025286700655450137,0.25805886055865823
851.0,signal_electron,3327.0,-1.0,0.11590247792218121,0.025286700655450137,0.1991126374734999
852.0,signal_electron,3328.0,1.0,-0.034638023451248286,-0.021172237174351502,0.18907172974133535
853.0,signal_electron,3328.0,-1.0,0.034638023451248286,0.021172237174351502,0.2433394633858945
854.0,signal_electron,3330.0,1.0,0.11528546585694555,0.05306737568633624,0.06633181131360222
855.0,signal_electron,3330.0,-1.0,-0.11528546585694555,-0.05306737568633624,0.09181239602350284
856.0,signal_electron,3338.0,1.0,-0.06315453285544165,-0.023975823480052876,0.19335693213364272
857.0,signal_electron,3338.0,-1.0,0.06315453285544165,0.023975823480052876,0.1771692754841211
858.0,signal_electron,3344.0,1.0,-0.038027203414255605,-0.010822539708050562,0.22943624302698756
859.0,signal_electron,3344.0,-1.0,0.038027203414255605,0.010822539708050562,0.17261585787131065
860.0,signal_electron,3350.0,1.0,-0.055661766340375396,-0.019614157313423895,0.09474595990469745
861.0,signal_electron,3350.0,-1.0,0.055661766340375396,0.019614157313423895,0.09753760261406244
862.0,signal_electron,3352.0,1.0,0.02677756476768291,0.00714876323249693,0.12880158358904903
863.0,signal_electron,3352.0,-1.0,-0.02677756476768291,-0.00714876323249693,0.18675311181114126
864.0,signal_electron,3373.0,1.0,-0.00037745029781230193,-8.585645203133181e-05,0.09298633495993341
865.0,signal_electron,3373.0,-1.0,0.00037745029781230193,8.585645203133181e-05,0.08777912013251267
866.0,signal_electron,3375.0,1.0,-0.045842263635617574,-0.012410462887121531,0.19210574926300242
867.0,signal_electron,3375.0,-1.0,0.045842263635617574,0.012410462887121531,0.13669245955830642
868.0,signal_electron,3391.0,1.0,-0.1093784744658875,-0.03650520071254069,0.13749996144504006
869.0,signal_electron,3391.0,-1.0,0.1093784744658875,0.03650520071254069,0.13742128112069601
870.0,signal_electron,3408.0,1.0,-0.028163477975777736,-0.006441730213623643,0.274296879812727
871.0,signal_electron,3408.0,-1.0,0.028163477975777736,0.006441730213623643,0.2094991265529395
872.0,signal_electron,3412.0,1.0,-0.19788227015416232,-0.05071392747505485,0.0957356515398861
873.0,signal_electron,3412.0,-1.0,0.19788227015416232,0.05071392747505485,0.11451544010974084
874.0,signal_electron,3414.0,1.0,-0.001955040069941429,-0.0007205405937309957,0.24115156900397125
875.0,signal_electron,3414.0,-1.0,0.001955040069941429,0.0007205405937309957,0.2212337053661235
876.0,signal_electron,3415.0,1.0,-0.12768431442697978,-0.031206828403216747,0.1426649100074877
877.0,signal_electron,3415.0,-1.0,0.12768431442697978,0.031206828403216747,0.21062009760714187
878.0,signal_electron,3420.0,1.0,-0.027668085595577766,-0.006613073504391556,0.1937816160398235
879.0,signal_electron,3420.0,-1.0,0.027668085595577766,0.006613073504391556,0.1449767649770253
880.0,signal_electron,3421.0,1.0,0.0936254532454826,0.022700396643048508,0.13582607659731588
881.0,signal_electron,3421.0,-1.0,-0.0936254532454826,-0.022700396643048508,0.20909746299655896
882.0,signal_electron,3426.0,1.0,-0.015166303024413895,-0.0052443663589835255,0.15461476741714836
883.0,signal_electron,3426.0,-1.0,0.015166303024413895,0.0052443663589835255,0.10254455262616011
884.0,signal_electron,3428.0,1.0,0.12240637139395295,0.04761246173895768,0.0907142988453215
885.0,signal_electron,3428.0,-1.0,-0.12240637139395295,-0.04761246173895768,0.0790845665613185
886.0,signal_electron,3432.0,1.0,0.08674994968768805,0.024235691280473162,0.17016672996510424
887.0,signal_electron,3432.0,-1.0,-0.08674994968768805,-0.024235691280473162,0.235858687470109
888.0,signal_electron,3448.0,1.0,0.010302703156687998,0.003291792080886274,0.25605459424424437
889.0,signal_electron,3448.0,-1.0,-0.010302703156687998,-0.003291792080886274,0.21195903669808025
890.0,signal_electron,3452.0,1.0,0.12775462765686604,0.04814166168282801,0.11175285008146475
